Артикул продавца,product_id,Артикул МП,Категория,МП,Юр лицо,date,Дата,Заказы шт,Средний чек 1 заказ (РУБ),Себестоимость 1 шт (РУБ),Себестоимость Тотал (РУБ),Комиссия МП  (РУБ),Хранение МП (РУБ),Логистика МП,Фуллфилмент БЕТА-ПРО (тотал),% выкупа,Рекламные расходы (РУБ),ДРР %,Эквайринг (РУБ),СТОК (ШТ),ПЛАН заказов шт в день,ПЛАН заказов оборот в день,% выполнения ПЛАНа в шт,% выполнения ПЛАНа в руб.,Оборачиваемость (Дни),Тотал заказы (РУБ),Коммерческая маржа (РУБ),Коммерческая маржа %,Cредние продажи в день - за неделю,Клики общие (воронка продаж),Просмотры (реклама),Клики (реклама),"CTR, % (реклама)",Добавления в корзину (реклама),Добавления в корзину (воронка продаж),"CR в корзину, % (формула)","CR в заказ, % (формула)","CR из клика в заказ, % (формула)",Команда
pt1-6,PT1-6,196435705,Кастрюли,Wildberries,ИНТЕР,,01.12.2024,27,4050.053333,1852.07,0,21323.5308,648.4782175,10071.37859,2160,0.86,3268.16,0.0348,963.38,814,127,505079,0.0021,0.0022,23,109351.44,70916.51239,0.6485192366,36,5834,16094,599,0.0891,65,393,0.0674,0.0687,0.0046,Д+В
pt1-7,PT1-7,196435709,Кастрюли,Wildberries,ИНТЕР,,01.12.2024,65,2215.062462,1064.25,0,28075.9167,1412.189358,15730.22301,5200,0.89,3218.3,0.0251,1083.578261,2383,85,187255,0.0076,0.0077,85,143979.06,89258.85267,0.6199432936,28,4546,5884,438,0.1979,46,299,0.0658,0.2174,0.0143,Д+В
pt2-2gr,PT2-2GR,196435703,Кастрюли,Wildberries,ИНТЕР,,01.12.2024,94,3392.000957,1527.91,0,62175.37755,662.91126,34547.08538,7520,0.92,3265.51,0.0111,3171.901818,745,94,326650,0.0100,0.0098,16,318848.09,207505.304,0.6507967603,46,5845,25565,1588,0.1683,193,496,0.0849,0.1895,0.0161,Д+В
shc1-1br,SHC1-1BR,196442771,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,683.74,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
shc1-1gr,SHC1-1GR,196442772,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,670.61,0,0,0,0,0,0.00,0,0.0000,0,0,3,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
shc1-1bk,SHC1-1BK,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,661.58,0,0,0,0,0,0.00,0,0.0000,0,0,1,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
hng1-1w,HNG1-1W,,#N/A,Wildberries,ИНТЕР,,01.12.2024,0,0,889.61,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
hng1-1bk,HNG1-1BK,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,850.66,0,0,0,0,0,0.00,0,0.0000,0,0,1,1630,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
cpt1-1gr,CPT1-1GR,196426053,Коврики для ванной,Wildberries,ИНТЕР,,01.12.2024,21,1640.012381,652.64,0,6715.8507,221,5094.452,1680,1.00,0,0.0000,237.8007692,392,15,26775,0.0140,0.0129,22,34440.26,20491.15653,0.5949768245,18,1096,0,0,0.0000,0,94,0.0858,0.2234,0.0192,М+Н
cpt1-1be,CPT1-1BE,196426052,Коврики для ванной,Wildberries,ИНТЕР,,01.12.2024,0,0,654.44,0,0,0,0,0,0.00,0,0.0000,0,0,15,25785,0.0000,0.0000,0,0,0,0,2,152,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
hl1-1,HL1-1,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,495.21,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
tvb1-1,TVB1-1,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,362.52,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1wt,PHA1-1WT,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,716.88,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1bk,PHA1-1BK,,#N/A,Wildberries,ИНТЕР,,01.12.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1pk,PHA1-1PK,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,608.9,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1gr,PHA1-1GR,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,612.36,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1rd,PHA1-1RD,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,612.36,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-org1-1,H-ORG1-1,196446896,Контейнеры,Wildberries,ИНТЕР,,01.12.2024,1,1360,581.49,0,265.2,350.786466,327.2901277,80,0.00,0,0.0000,9.515,285,13,16159,0.0008,0.0008,143,1360,327.2084063,0.2405944164,2,96,0,0,0.0000,0,10,0.1042,0.1000,0.0104,М+Н
h-org1-2,H-ORG1-2,196446895,Контейнеры,Wildberries,ИНТЕР,,01.12.2024,2,1040,468.65,0,405.6,470.1916959,469.35,160,0.00,0,0.0000,8.22,576,3,2397,0.0067,0.0087,576,2080,566.6383041,0.2724222616,1,49,0,0,0.0000,0,6,0.1224,0.3333,0.0408,М+Н
h-org1-3,H-ORG1-3,196447519,Контейнеры,Wildberries,ИНТЕР,,01.12.2024,0,0,787.28,0,0,0,0,0,0.00,0,0.0000,0,0,2,3452,0.0000,0.0000,0,0,0,0,0,12,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
k-ebr-1-1,K-EBR-1-1,196426650,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,403.01,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
b-drs1-1,B-DRS1-1,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,599.76,0,0,0,0,0,0.00,0,0.0000,0,0,1,300,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
tvb1-2,TVB1-2,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,701.59,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
k-pmc1-1,K-PMC1-1,196426654,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,552.53,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-lb1-1gr,H-LB1-1GR,196447979,Корзины для белья,Wildberries,ИНТЕР,,01.12.2024,3,1560,543.77,0,912.6,30.639168,409.01,240,1.00,0,0.0000,45.54,35,17,25262,0.0018,0.0019,18,4680,3042.210832,0.6500450496,2,114,0,0,0.0000,0,14,0.1228,0.2143,0.0263,М+Н
h-lb1-1wt,H-LB1-1WT,196447978,Корзины для белья,Wildberries,ИНТЕР,,01.12.2024,1,1560,540.01,0,304.2,5.821344,119.67,80,0.00,0,0.0000,11.435,6,25,34850,0.0004,0.0004,3,1560,1038.873656,0.6659446513,2,109,0,0,0.0000,0,8,0.0734,0.1250,0.0092,М+Н
h-led-1-1-15,H-LED-1-1-15,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,829.76,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-led-1-1-20,H-LED-1-1-20,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,1021.25,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-sj1-1,H-SJ1-1,196448395,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,789.78,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-1wt,H-TC1-1WT,196445214,Мусорные ведра,Wildberries,ИНТЕР,,01.12.2024,9,1469.866667,557.56,0,2579.616,105.1875,2299.190128,720,0.67,0,0.0000,113.82,251,9,11268,0.0100,0.0117,42,13228.8,7410.986372,0.5602160719,6,558,0,0,0.0000,0,56,0.1004,0.1607,0.0161,М+Н
dydb1-1,DYDB1-1,196450174,Шуруповерты,Wildberries,ИНТЕР,,01.12.2024,2,3700,1912.69,0,1591,222.0191861,651.1401277,160,0.00,5.41,0.0000,28.9,344,10,35360,0.0020,0.0021,86,7400,4741.530686,0.64074739,4,87,16,0,0.0000,0,11,0.1264,0.1818,0.0230,Д+В
dywr1-1,DYWR1-1,196449627,Гайковерты,Wildberries,ИНТЕР,,01.12.2024,2,5500,3032.58,0,2365,241.908096,602.76,160,1.00,10.3,0.0009,93.72,433,13,76778,0.0015,0.0014,217,11000,7526.311904,0.6842101731,2,158,36,1,0.0294,0,11,0.0696,0.1818,0.0127,Д+В
dygr1-1,DYGR1-1,196450532,Шлифовальные машины,Wildberries,ИНТЕР,,01.12.2024,1,6400,3417.01,0,1376,265.4330785,324.97,80,1.00,10.67,0.0017,68.16,361,4,22628,0.0025,0.0028,120,6400,4274.766921,0.6679323315,3,105,38,2,0.0556,0,5,0.0476,0.2000,0.0095,Д+В
h-cpt2-1ca,H-CPT2-1CA,,Коврики для ванной,Wildberries,ИНТЕР,,01.12.2024,0,0,364.61,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-cpt2-1be,H-CPT2-1BE,,Коврики для ванной,Wildberries,ИНТЕР,,01.12.2024,0,0,354.49,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-mop 1-1,H-MOP1-1,24253832,Швабры,Wildberries,ИНТЕР,,01.12.2024,6,840.58,372.61,0,983.4786,35.489472,849.78,480,0.00,0,0.0000,61.68,13,3,2877,0.0200,0.0175,3,5043.48,2633.051928,0.5220704609,5,156,0,0,0.0000,0,25,0.1603,0.2400,0.0385,М+Н
b-fcm1-1wt,B-FCM1-1WT,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,464.03,0,0,0,0,0,0.00,0,0.0000,0,0,3,6000,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
b-fcm1-1bk,B-FCM1-1BK,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,459.89,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-dsp1-1,H-DSP1-1,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,1326.92,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
b-mg1-1,B-MG1-1,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,2153.4,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
cpt1-1-1mgr,CPT1-1-1MGR,204454705,Коврики для ванной,Wildberries,ИНТЕР,,01.12.2024,20,1640,651.12,0,6396,530.19515,5088.060511,1600,0.86,0,0.0000,253.0666667,1449,0,0,0.0000,0.0000,72,32800,18932.67767,0.5772157827,20,1238,0,0,0.0000,0,109,0.0880,0.1835,0.0162,#N/A
cpt1-1mbe,CPT1-1MBE,204454703,Коврики для ванной,Wildberries,ИНТЕР,,01.12.2024,16,1640.01625,655.35,0,5116.8507,258.22116,3685.150639,1280,1.00,1043.32,0.0398,163.0933333,718,15,23595,0.0107,0.0111,72,26240.26,14693.62417,0.5599648848,10,924,3263,173,0.1449,13,75,0.0812,0.2133,0.0173,М+Н
h-bowl1-2,H-BOWL1-2,212864351,Миски,Wildberries,ИНТЕР,,01.12.2024,0,0,628.47,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,5,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-bowl1-2c,H-BOWL1-2C,219532125,Миски,Wildberries,ИНТЕР,,01.12.2024,0,0,737.84,0,0,0,0,0,0.00,0,0.0000,0,0,13,19162,0.0000,0.0000,0,0,0,0,1,11,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-gfc 2-1,H-GFC2-1,216853412,Контейнеры,Wildberries,ИНТЕР,,01.12.2024,11,1170,533.84,0,2509.65,417.8660095,2770.393717,880,1.00,0,0.0000,136.444,694,22,24244,0.0050,0.0053,87,12870,6155.646274,0.4782941938,8,502,0,0,0.0000,0,38,0.0757,0.2895,0.0219,М+Н
drl2-1,DRL2-1,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,1322.8,0,0,0,0,0,0.00,0,0.0000,0,0,1,2263,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
drl3-1,DRL3-1,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,634.37,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
gr1-2,GR1-2,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,2387.47,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
wr1-2,WR1-2,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,2034.42,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
chs1-1,CHS1-1,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,1643.55,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-tc1-2wt,H-TC1-2WT,230587127,Мусорные ведра,Wildberries,ИНТЕР,,01.12.2024,0,0,488.51,0,0,0,0,0,0.00,0,0.0000,0,0,11,14289,0.0000,0.0000,0,0,0,0,0,25,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-3wt,H-TC1-3WT,230588261,Мусорные ведра,Wildberries,ИНТЕР,,01.12.2024,0,0,478.38,0,0,0,0,0,0.00,0,0.0000,0,0,2,2410,0.0000,0.0000,0,0,0,0,0,25,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-4wt,H-TC1-4WT,230589194,Мусорные ведра,Wildberries,ИНТЕР,,01.12.2024,0,0,713.09,0,0,0,0,0,0.00,0,0.0000,0,0,17,27489,0.0000,0.0000,0,0,0,0,0,27,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-5wt,H-TC1-5WT,230590034,Мусорные ведра,Wildberries,ИНТЕР,,01.12.2024,2,1889.62,765.44,0,736.9518,130.7408256,597.8001277,160,0.00,0.05,0.0000,23.24,74,15,21165,0.0013,0.0018,74,3779.24,2130.457247,0.56372637,1,224,1,0,0.0000,0,9,0.0402,0.2222,0.0089,М+Н
shc1-2,SHC1-2,,#N/A,Wildberries,ИНТЕР,,01.12.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
at-003bk,AT-003BK,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,980.35,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
at-003w,AT-003W,,Прочее,Wildberries,ИНТЕР,,01.12.2024,0,0,981.36,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
fp1-3,FP1-3,262206398,Сковороды,Wildberries,АТ,,02.12.2024,15,5746.666667,2945.71,0,16809,113.6496286,2327.419412,1200,0.00,5918.02,0.0000,757.678125,119,34,185878,0.0044,0.0046,9,86200,59074.23283,0.6853159262,14,1250,8849,513,0.3087,47,96,0.0768,0.1563,0.0120,Д+В
tm2-2bk,TM2-2BK,235897252,Зеркала косметические,Wildberries,АТ,,02.12.2024,1,2480,1349.87,0,558,1.161216,205.1612941,80,1.00,0,0.0000,25.15,0,1,2570,0.0100,0.0096,0,2480,1610.52749,0.6494062459,1,102,0,0,0.0000,0,1,0.0098,1.0000,0.0098,М+Н
tm1-1bk,TM1-1BK,201357761,Зеркала косметические,Wildberries,АТ,,02.12.2024,0,0,1247.31,0,0,0,0,0,0.00,0,0.0000,0,0,22,67166,0.0000,0.0000,0,0,0,0,6,70,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
tm1-2bk,TM1-2BK,235897076,Зеркала косметические,Wildberries,АТ,,02.12.2024,0,0,1843.4,0,0,0,0,0,0.00,0,0.0000,0,0,19,72523,0.0000,0.0000,0,0,0,0,2,78,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
fp1-2,FP1-2,262199804,Сковороды,Wildberries,АТ,,02.12.2024,6,4166.666667,2195.29,0,4875,908.8520282,980.9677647,480,1.00,5911.84,0.2365,187.176,907,13,50739,0.0046,0.0049,113,25000,11656.16421,0.4662465683,8,649,5782,250,0.1023,17,47,0.0724,0.1277,0.0092,Д+В
tm2-1wt,TM2-1WT,235897077,Зеркала косметические,Wildberries,АТ,,02.12.2024,10,2350.487,1349.87,0,5288.59575,139.3402966,1551.612941,800,0.00,0,0.0000,204.575,189,13,34125,0.0077,0.0069,21,23504.87,15520.74601,0.6603204362,9,452,0,0,0.0000,0,48,0.1062,0.2083,0.0221,М+Н
drl5-1,DRL5-1,236558991,Прочее,Wildberries,АТ,,02.12.2024,0,0,1740.51,0,0,0,0,0,0.00,0,0.0000,0,0,3,8109,0.0000,0.0000,0,0,0,0,0,25,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
tm2-2wt,TM2-2WT,235897251,Зеркала косметические,Wildberries,АТ,,02.12.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,5,15605,0.0000,0.0000,0,0,0,0,1,60,0,0,0.0000,0,1,0.0167,0.0000,0.0000,М+Н
drl4-1,DRL4-1,236557120,Прочее,Wildberries,АТ,,02.12.2024,1,2695,1549,0,579.425,5.0390424,155.1612941,80,0.00,0,0.0000,10.37,0,4,10692,0.0025,0.0025,0,2695,1865.004663,0.6920239939,1,189,0,0,0.0000,0,10,0.0529,0.1000,0.0053,Д+В
h-gfc1-2,H-GFC1-2,201356036,Контейнеры,Wildberries,АТ,,02.12.2024,1,700,354.81,0,136.5,0,155.1612941,80,0.00,0,0.0000,7.482272727,0,46,34914,0.0002,0.0002,0,700,320.8564332,0.4583663331,3,29,0,0,0.0000,0,2,0.0690,0.5000,0.0345,М+Н
h-gfc1-3,H-GFC1-3,201356035,Контейнеры,Wildberries,АТ,,02.12.2024,0,0,805.96,0,0,0,0,0,0.00,0,0.0000,0,0,85,161415,0.0000,0.0000,0,0,0,0,0,21,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
tm2-1bk,TM2-1BK,235897250,Зеркала косметические,Wildberries,АТ,,02.12.2024,9,2400,1349.87,0,4860,277.4517194,1396.451647,720,0.00,0,0.0000,185.22,363,6,16098,0.0150,0.0134,52,21600,14160.87663,0.6555961404,7,464,0,0,0.0000,0,38,0.0819,0.2368,0.0194,М+Н
fp1-1,FP1-1,261789151,Сковороды,Wildberries,АТ,,02.12.2024,5,2640,1841.65,0,2574,888.4711846,825.8064706,400,1.00,5226.05,0.3959,133.35,793,2,6062,0.0250,0.0218,159,13200,3152.322345,0.2388122989,5,499,5670,178,0.4138,16,42,0.0842,0.1190,0.0100,Д+В
tm1-1wt,TM1-1WT,201357762,Зеркала косметические,Wildberries,АТ,,02.12.2024,3,4240,1250.19,0,2862,0.9289728,515.4838824,240,1.00,0,0.0000,120.42,1,6,21540,0.0050,0.0059,1,12720,8981.167145,0.7060665994,1,264,0,0,0.0000,0,29,0.1098,0.1034,0.0114,М+Н
tm1-2wt,TM1-2WT,235896954,Зеркала косметические,Wildberries,АТ,,02.12.2024,1,4640,1842.26,0,1044,0,155.1612941,80,0.00,0,0.0000,22.89449275,0,4,14980,0.0025,0.0031,0,4640,3337.944213,0.7193845287,1,76,0,0,0.0000,0,3,0.0395,0.3333,0.0132,М+Н
pt2-1rd,PT2-1RD,201440823,Кастрюли,Wildberries,АТ,,02.12.2024,0,0,1634.9,0,0,0,0,0,0.00,0,0.0000,0,0,54,180954,0.0000,0.0000,0,0,0,0,0,3,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-gfc1-1,H-GFC1-1,201356034,Контейнеры,Wildberries,АТ,,02.12.2024,0,0,653.16,0,0,0,0,0,0.00,0,0.0000,0,0,113,177636,0.0000,0.0000,0,0,0,0,0,36,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
b-mcm1-1,B-MCM1-1,215321575,Прочее,Wildberries,АТ,,02.12.2024,0,0,744.74,0,0,17.91153,0,0,0.00,0,0.0000,0,74,1,1162,0.0000,0.0000,74,0,-17.91153,0,1,20,0,0,0.0000,0,1,0.0500,0.0000,0.0000,М+Н
pt2-3gn,PT2-3GN,201440826,Кастрюли,Wildberries,АТ,,02.12.2024,0,0,1503.02,0,0,0,0,0,0.00,0,0.0000,0,0,51,175134,0.0000,0.0000,0,0,0,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-001w,AT-001W,,Прочее,Wildberries,АТ,,02.12.2024,0,0,355.8,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-002g,AT-002G,,Прочее,Wildberries,АТ,,02.12.2024,0,0,542.35,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-002be,AT-002BE,,Прочее,Wildberries,АТ,,02.12.2024,0,0,0,0,0,0,0,0,0.00,0,0.0000,0,0,1,988,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-002bk,AT-002BK,,#N/A,Wildberries,АТ,,02.12.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,0,1,935,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
ldm1-1,LDM1-1,,#N/A,Wildberries,АТ,,02.12.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
pt1-1,PT1-1,201440828,Кастрюли,Wildberries,АТ,,02.12.2024,0,0,1347.52,0,0,0,0,0,0.00,0,0.0000,0,0,377,1095562,0.0000,0.0000,0,0,0,0,0,2,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-2,PT1-2,201440827,Кастрюли,Wildberries,АТ,,02.12.2024,0,0,2096.16,0,0,11.1735288,0,0,0.00,0,0.0000,0,0,357,1595790,0.0000,0.0000,0,0,-11.1735288,0,0,11,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-3,PT1-3,201440830,Кастрюли,Wildberries,АТ,,02.12.2024,0,0,2172.26,0,0,0,0,0,0.00,0,0.0000,0,0,125,560375,0.0000,0.0000,0,0,0,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-4,PT1-4,201440822,Кастрюли,Wildberries,АТ,,02.12.2024,0,0,1494.37,0,0,0,0,0,0.00,0,0.0000,0,0,214,688866,0.0000,0.0000,0,0,0,0,0,2,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-5,PT1-5,201440824,Кастрюли,Wildberries,АТ,,02.12.2024,0,0,2076.05,0,0,1.8837,0,0,0.00,0,0.0000,0,0,148,709660,0.0000,0.0000,0,0,-1.8837,0,0,13,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-6,PT1-6,201440829,Кастрюли,Wildberries,АТ,,02.12.2024,0,0,1852.07,0,0,0,0,0,0.00,0,0.0000,0,0,127,505079,0.0000,0.0000,0,0,0,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-7,PT1-7,201440825,Кастрюли,Wildberries,АТ,,02.12.2024,0,0,1064.25,0,0,0,0,0,0.00,0,0.0000,0,0,85,187255,0.0000,0.0000,0,0,0,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt2-2gr,PT2-2GR,201440831,Кастрюли,Wildberries,АТ,,02.12.2024,0,0,1527.91,0,0,0,0,0,0.00,0,0.0000,0,0,94,326650,0.0000,0.0000,0,0,0,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
shc1-1br,SHC1-1BR,,Прочее,Wildberries,АТ,,02.12.2024,0,0,683.74,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
shc1-1gr,SHC1-1GR,,Прочее,Wildberries,АТ,,02.12.2024,0,0,670.61,0,0,0,0,0,0.00,0,0.0000,0,0,3,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
shc1-1bk,SHC1-1BK,,Прочее,Wildberries,АТ,,02.12.2024,0,0,661.58,0,0,0,0,0,0.00,0,0.0000,0,0,1,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
